Visit ID,Visit Date,Store ID,Execution Score,On_Shelf,Inventory_Level,Customer ID,Product ID,Sales,Quantity,Price,Planogram_Compliance
861,6/9/2014,CM-12445,89,1,19,CM-12445,OFF-SU-10001225,7.36,2,3.68,1
862,6/9/2014,CM-12445,71,1,14,CM-12445,OFF-AR-10003752,23.1,2,11.55,1
863,1/5/2016,AJ-10795,88,1,14,AJ-10795,TEC-AC-10001714,191.472,6,31.912,1
864,1/5/2016,AJ-10795,82,1,7,AJ-10795,OFF-AR-10003958,5.248,2,2.624,0
865,1/5/2016,AJ-10795,57,0,9,AJ-10795,TEC-PH-10002923,59.184,2,29.592,1
866,1/10/2014,AJ-10780,58,1,6,AJ-10780,OFF-LA-10004272,2.89,1,2.89,1
867,1/10/2014,AJ-10780,99,1,16,AJ-10780,FUR-FU-10000965,51.94,1,51.94,1
868,9/29/2016,LS-16945,66,0,13,LS-16945,OFF-LA-10004853,15.936,4,3.984,0
869,4/6/2014,GP-14740,99,1,24,GP-14740,OFF-BI-10003719,44.91,6,7.485,1
870,9/3/2016,PK-18910,56,1,14,PK-18910,OFF-BI-10000545,1141.47,5,228.294,0
871,9/3/2016,PK-18910,78,0,17,PK-18910,TEC-PH-10002496,280.782,3,93.594,1
872,10/19/2015,TB-21520,83,1,13,TB-21520,OFF-PA-10003591,34.44,3,11.48,0
873,12/10/2014,SM-20005,88,0,9,SM-20005,OFF-PA-10004470,11.36,2,5.68,1
874,12/10/2014,SM-20005,60,1,20,SM-20005,OFF-BI-10000315,106.344,7,15.192,1
875,8/25/2017,GA-14725,60,0,16,GA-14725,OFF-PA-10001790,192.16,5,38.432,0
876,1/17/2016,CC-12430,82,1,15,CC-12430,FUR-FU-10004017,322.59,3,107.53,1
877,1/17/2016,CC-12430,54,1,19,CC-12430,TEC-AC-10003628,29.99,1,29.99,1
878,1/17/2016,CC-12430,66,0,12,CC-12430,TEC-AC-10002049,371.97,3,123.99,1
879,9/17/2014,AG-10765,56,1,19,AG-10765,OFF-BI-10003712,5.892,4,1.473,1
880,11/30/2017,HP-14815,99,1,17,HP-14815,OFF-BI-10003984,68.472,3,22.824,0
881,11/30/2017,HP-14815,74,1,16,HP-14815,FUR-CH-10004287,1242.9,5,248.58,1
882,10/9/2015,DK-13090,88,1,7,DK-13090,OFF-ST-10001321,30.84,2,15.42,1
883,12/23/2017,GZ-14470,54,1,23,GZ-14470,OFF-AR-10001118,13.48,4,3.37,1
884,10/22/2016,PM-19135,87,1,10,PM-19135,FUR-FU-10000732,31.4,5,6.28,0
885,4/29/2014,LL-16840,82,0,10,LL-16840,FUR-FU-10001424,17.46,2,8.73,1
886,4/25/2015,JS-15595,51,1,21,JS-15595,OFF-BI-10002071,13.944,3,4.648,1
887,6/26/2017,OT-18730,52,0,18,OT-18730,OFF-ST-10002486,83.76,12,6.98,1
888,10/14/2017,EL-13735,63,0,21,EL-13735,OFF-BI-10001078,37.66,7,5.38,0
889,12/9/2014,CK-12760,93,0,22,CK-12760,OFF-PA-10003845,34.68,6,5.78,1
890,6/20/2017,JE-15475,97,0,22,JE-15475,TEC-AC-10000927,149.95,5,29.99,1
891,6/20/2017,JE-15475,69,1,18,JE-15475,OFF-BI-10001098,51.312,3,17.104,1
892,6/26/2017,TH-21550,59,0,12,TH-21550,OFF-PA-10001622,4.54,1,4.54,1
893,6/26/2017,TH-21550,55,1,24,TH-21550,OFF-AR-10003158,15.92,4,3.98,1
894,6/26/2017,TH-21550,64,1,16,TH-21550,TEC-PH-10002660,543.92,8,67.99,1
895,11/10/2016,PC-18745,79,0,24,PC-18745,OFF-ST-10002205,155.82,7,22.26,1
896,11/10/2016,PC-18745,92,1,19,PC-18745,OFF-BI-10003364,70.008,3,23.336,1
897,10/3/2016,HL-15040,51,1,22,HL-15040,OFF-EN-10001099,15.648,2,7.824,1
898,9/9/2014,MS-17365,58,1,25,MS-17365,OFF-LA-10003923,103.6,7,14.8,0
899,10/29/2017,GB-14530,96,1,28,GB-14530,OFF-PA-10002250,46.96,8,5.87,0
900,4/10/2016,JR-16210,99,0,22,JR-16210,OFF-BI-10004716,8.904,2,4.452,0
901,11/11/2017,TD-20995,89,0,24,TD-20995,OFF-LA-10001045,10.44,5,2.088,1
902,11/11/2017,TD-20995,56,0,18,TD-20995,OFF-BI-10001510,18.336,4,4.584,1
903,9/15/2017,DB-13060,53,1,13,DB-13060,TEC-PH-10004536,323.976,3,107.992,1
904,4/8/2016,LC-17140,96,1,9,LC-17140,OFF-PA-10002947,20.04,3,6.68,0
905,4/8/2016,LC-17140,74,0,15,LC-17140,OFF-ST-10002583,64.96,2,32.48,0
906,4/8/2016,LC-17140,96,1,11,LC-17140,OFF-PA-10000019,12.96,2,6.48,0
907,12/30/2017,PO-18865,95,1,17,PO-18865,FUR-BO-10003441,323.136,4,80.784,1
908,12/30/2017,PO-18865,98,1,18,PO-18865,TEC-PH-10004774,90.93,7,12.99,0
909,12/30/2017,PO-18865,82,1,10,PO-18865,OFF-BI-10003684,52.776,3,17.592,0
910,9/2/2017,BE-11335,58,0,11,BE-11335,TEC-PH-10001494,1199.8,4,299.95,1
911,9/2/2017,BE-11335,54,1,14,BE-11335,TEC-AC-10004666,1928.78,7,275.54,1
912,9/2/2017,BE-11335,89,0,7,BE-11335,OFF-ST-10003816,352.38,2,176.19,0
913,5/31/2015,SC-20050,71,1,11,SC-20050,FUR-FU-10001935,22.2,6,3.7,1
914,11/27/2017,BM-11650,59,0,11,BM-11650,FUR-FU-10004091,46.94,1,46.94,1
915,11/27/2017,BM-11650,90,0,26,BM-11650,TEC-AC-10001772,143.73,9,15.97,0
916,6/15/2014,KL-16555,69,1,12,KL-16555,FUR-TA-10001520,99.918,2,49.959,1
917,6/15/2014,KL-16555,96,1,16,KL-16555,FUR-CH-10003379,797.944,4,199.486,1
918,6/15/2014,KL-16555,50,0,17,KL-16555,OFF-BI-10002706,8.568,3,2.856,1
919,3/5/2016,RW-19630,84,1,23,RW-19630,OFF-EN-10000056,149.352,3,49.784,0
920,3/5/2016,RW-19630,74,0,7,RW-19630,OFF-ST-10001558,12.992,1,12.992,1
921,12/5/2014,RC-19825,90,0,14,RC-19825,OFF-ST-10002444,24.56,2,12.28,0
922,4/11/2015,SE-20110,78,0,17,SE-20110,TEC-AC-10002473,85.14,3,28.38,0
923,4/11/2015,SE-20110,82,0,21,SE-20110,TEC-PH-10004531,21.99,1,21.99,1
924,4/11/2015,SE-20110,75,1,11,SE-20110,OFF-AP-10004487,406.6,5,81.32,1
925,9/15/2016,AH-10075,57,1,17,AH-10075,OFF-BI-10003650,841.568,2,420.784,1
926,9/13/2014,JM-15535,82,1,22,JM-15535,OFF-PA-10003543,15.552,3,5.184,0
927,9/13/2014,JM-15535,54,1,11,JM-15535,TEC-AC-10004353,252,5,50.4,1
928,10/5/2015,JJ-15760,73,0,12,JJ-15760,OFF-AR-10000658,46.2,4,11.55,1
929,10/5/2015,JJ-15760,72,1,12,JJ-15760,OFF-AP-10000696,28.84,2,14.42,1
930,4/14/2017,AB-10165,85,0,20,AB-10165,OFF-AR-10003560,14.592,3,4.864,1
931,4/14/2017,AB-10165,60,0,21,AB-10165,OFF-AR-10001468,89.856,3,29.952,1
932,4/14/2017,AB-10165,64,1,11,AB-10165,OFF-PA-10004971,13.872,3,4.624,1
933,9/2/2017,RK-19300,51,0,21,RK-19300,OFF-PA-10002195,12.192,3,4.064,0
934,6/20/2016,CG-12040,76,1,28,CG-12040,OFF-PA-10001745,45.056,8,5.632,1
935,6/20/2016,CG-12040,62,1,17,CG-12040,OFF-BI-10004826,29.718,6,4.953,1
936,6/20/2016,CG-12040,58,1,17,CG-12040,OFF-PA-10001870,15.552,3,5.184,1
937,6/20/2016,CG-12040,98,1,22,CG-12040,OFF-AP-10001058,447.696,2,223.848,0
938,11/5/2017,RA-19885,98,1,11,RA-19885,TEC-AC-10003911,159.99,1,159.99,1
939,12/13/2015,RP-19270,72,0,16,RP-19270,OFF-PA-10000289,12.96,2,6.48,0
940,12/13/2015,RP-19270,96,1,22,RP-19270,OFF-AP-10003040,134.48,4,33.62,0
941,6/19/2016,KC-16255,90,1,11,KC-16255,OFF-PA-10000350,17.12,2,8.56,0
942,12/13/2016,RW-19630,55,1,15,RW-19630,OFF-BI-10001759,6.096,2,3.048,1
943,12/13/2016,RW-19630,85,1,10,RW-19630,FUR-TA-10000577,1114.272,4,278.568,1
944,5/29/2015,JL-15850,93,0,21,JL-15850,OFF-PA-10004101,32.4,5,6.48,1
945,5/29/2015,JL-15850,71,0,21,JL-15850,OFF-ST-10001496,540.57,3,180.19,1
946,5/29/2015,JL-15850,60,0,14,JL-15850,OFF-BI-10002931,167.76,5,33.552,1
947,7/26/2015,CA-12775,80,0,16,CA-12775,FUR-TA-10002356,393.165,3,131.055,1
948,11/28/2017,RB-19795,74,0,23,RB-19795,FUR-FU-10003601,516.488,7,73.784,0
949,11/28/2017,RB-19795,77,0,13,RB-19795,FUR-FU-10000576,1007.232,6,167.872,1
950,11/28/2017,RB-19795,84,1,28,RB-19795,FUR-TA-10004154,2065.32,12,172.11,1
951,11/28/2017,RB-19795,73,1,15,RB-19795,OFF-PA-10000788,15.552,3,5.184,1
952,11/28/2017,RB-19795,73,1,13,RB-19795,OFF-PA-10002479,25.344,6,4.224,1
953,4/3/2017,KH-16360,65,1,15,KH-16360,FUR-FU-10001940,25.472,4,6.368,1
954,12/28/2017,GH-14665,75,1,18,GH-14665,OFF-AR-10001958,27.168,2,13.584,0
955,12/28/2017,GH-14665,65,1,17,GH-14665,FUR-BO-10004709,78.8528,2,39.4264,0
956,11/30/2017,SW-20275,62,1,16,SW-20275,OFF-ST-10000604,173.8,5,34.76,1
957,5/15/2017,JA-15970,73,1,21,JA-15970,TEC-PH-10002923,29.592,1,29.592,0
958,5/15/2017,JA-15970,57,0,10,JA-15970,OFF-BI-10004465,4.752,2,2.376,1
959,5/15/2017,JA-15970,57,0,17,JA-15970,OFF-PA-10002333,15.552,3,5.184,1
960,9/22/2015,DL-12925,95,0,8,DL-12925,FUR-FU-10004188,204.6,2,102.3,1
961,11/14/2017,LW-16990,64,0,10,LW-16990,FUR-CH-10002965,321.568,2,160.784,0
962,11/27/2015,TB-21190,97,1,12,TB-21190,OFF-BI-10000145,6.24,2,3.12,1
963,9/1/2016,CV-12805,76,1,9,CV-12805,OFF-EN-10001335,21.88,2,10.94,0
964,9/22/2014,MS-17365,51,1,8,MS-17365,OFF-LA-10001613,4.608,2,2.304,1
965,4/9/2017,BS-11800,95,1,20,BS-11800,OFF-LA-10004055,9.82,2,4.91,1
966,4/9/2017,BS-11800,85,1,13,BS-11800,OFF-AR-10004344,35.97,3,11.99,1
967,4/9/2017,BS-11800,96,1,9,BS-11800,OFF-PA-10004621,12.96,2,6.48,0
968,4/9/2017,BS-11800,79,1,18,BS-11800,OFF-PA-10001281,191.6,4,47.9,1
969,4/9/2017,BS-11800,69,0,21,BS-11800,OFF-LA-10001613,8.64,3,2.88,1
970,4/9/2017,BS-11800,63,0,10,BS-11800,OFF-ST-10001097,501.81,3,167.27,0
971,1/16/2014,DL-13315,78,1,22,DL-13315,FUR-FU-10001095,127.104,6,21.184,0
972,1/16/2014,DL-13315,71,1,15,DL-13315,TEC-PH-10004614,124.2,3,41.4,1
973,1/16/2014,DL-13315,69,1,16,DL-13315,OFF-BI-10001575,18.588,2,9.294,1
974,1/16/2014,DL-13315,67,1,23,DL-13315,OFF-LA-10001074,30.072,3,10.024,1
975,10/5/2017,PO-19195,85,1,22,PO-19195,TEC-PH-10003555,160.93,7,22.99,1
976,10/5/2017,PO-19195,61,1,23,PO-19195,OFF-BI-10004492,75.792,3,25.264,1
977,7/9/2017,TD-20995,63,1,13,TD-20995,OFF-BI-10002012,1.08,2,0.54,1
978,1/7/2017,BW-11110,50,0,19,BW-11110,TEC-MA-10000822,3059.982,2,1529.991,1
979,5/30/2016,RW-19690,63,0,11,RW-19690,OFF-BI-10000848,3.282,2,1.641,1
980,12/9/2015,KB-16600,67,1,13,KB-16600,OFF-PA-10004156,34.02,3,11.34,1
981,10/3/2016,EB-13870,55,0,25,EB-13870,FUR-CH-10003199,599.292,6,99.882,1
982,11/11/2014,TZ-21580,75,1,20,TZ-21580,OFF-AR-10000034,3.392,1,3.392,0
983,11/11/2014,TZ-21580,59,1,16,TZ-21580,TEC-PH-10000560,559.984,2,279.992,1
984,11/11/2014,TZ-21580,87,1,11,TZ-21580,FUR-CH-10000665,603.92,5,120.784,1
985,9/29/2017,AS-10630,80,1,8,AS-10630,OFF-LA-10001569,7.968,2,3.984,1
986,9/29/2017,AS-10630,96,1,22,AS-10630,OFF-EN-10000461,27.968,4,6.992,1
987,9/29/2017,AS-10630,95,1,16,AS-10630,TEC-MA-10003066,336.51,3,112.17,1
988,3/10/2015,TS-21340,93,1,21,TS-21340,OFF-BI-10004022,1.112,2,0.556,1
989,5/21/2017,JG-15805,50,1,19,JG-15805,FUR-FU-10004071,520.05,5,104.01,1
990,5/21/2017,JG-15805,56,0,9,JG-15805,OFF-AR-10001988,17.97,3,5.99,0
991,3/29/2015,SL-20155,99,0,23,SL-20155,FUR-CH-10004086,1166.92,5,233.384,1
992,9/9/2016,TS-21610,51,1,20,TS-21610,OFF-BI-10001036,14.624,2,7.312,1
993,8/26/2016,RF-19735,87,0,21,RF-19735,OFF-FA-10002983,10.23,3,3.41,1
994,8/26/2016,RF-19735,54,1,17,RF-19735,OFF-PA-10003625,154.9,5,30.98,1
995,5/21/2014,MW-18235,79,1,21,MW-18235,OFF-BI-10003925,2715.93,7,387.99,1
996,5/21/2014,MW-18235,52,1,11,MW-18235,TEC-PH-10001530,617.97,3,205.99,1
997,10/28/2015,RD-19585,70,1,16,RD-19585,OFF-EN-10003862,10.67,1,10.67,1
998,10/28/2015,RD-19585,97,1,11,RD-19585,OFF-ST-10004258,36.63,3,12.21,1
999,10/28/2015,RD-19585,57,1,11,RD-19585,FUR-FU-10002885,24.1,5,4.82,1
1000,10/28/2015,RD-19585,66,1,21,RD-19585,FUR-FU-10001918,33.11,7,4.73,1
1001,11/13/2016,FM-14290,56,0,7,FM-14290,OFF-AR-10002956,44.02,2,22.01,1
1002,7/31/2015,RH-19495,77,1,23,RH-19495,TEC-AC-10003033,2309.65,7,329.95,0
1003,7/31/2015,RH-19495,57,1,23,RH-19495,FUR-TA-10002903,1090.782,7,155.826,1
1004,7/31/2015,RH-19495,85,1,20,RH-19495,OFF-PA-10004621,19.44,3,6.48,1
1005,8/27/2015,RA-19945,74,1,10,RA-19945,OFF-ST-10000046,484.65,3,161.55,1
1006,11/13/2015,JK-15730,77,1,9,JK-15730,OFF-PA-10001790,115.296,3,38.432,1
1007,11/6/2015,MT-17815,71,1,18,MT-17815,OFF-EN-10002600,7.08,3,2.36,1
1008,11/6/2015,MT-17815,84,1,15,MT-17815,OFF-BI-10002049,4.401,3,1.467,0
1009,12/26/2017,PO-18850,51,1,10,PO-18850,OFF-PA-10001509,44.75,5,8.95,1
1010,8/1/2017,AT-10735,59,1,8,AT-10735,TEC-PH-10003931,95.984,2,47.992,1
1011,11/24/2014,VG-21790,75,1,16,VG-21790,FUR-FU-10001602,151.72,4,37.93,1
1012,6/17/2017,PF-19165,89,1,17,PF-19165,FUR-FU-10004848,155.25,3,51.75,1
1013,6/17/2017,PF-19165,75,1,20,PF-19165,OFF-ST-10003722,14.03,1,14.03,0
1014,12/21/2015,JS-15880,79,1,19,JS-15880,FUR-TA-10003748,1618.37,13,124.49,0
1015,12/21/2015,JS-15880,85,1,16,JS-15880,TEC-AC-10003198,99.6,1,99.6,1
1016,9/17/2015,MO-17800,63,0,13,MO-17800,OFF-PA-10004100,32.4,5,6.48,1
1017,7/6/2015,KM-16225,57,1,9,KM-16225,FUR-FU-10002191,13.96,2,6.98,1
1018,7/6/2015,KM-16225,75,1,21,KM-16225,FUR-FU-10000965,155.82,3,51.94,1
1019,7/6/2015,KM-16225,63,0,15,KM-16225,TEC-PH-10004188,124.95,5,24.99,1
1020,7/6/2015,KM-16225,65,1,16,KM-16225,OFF-ST-10001526,601.65,5,120.33,0
1021,4/27/2015,GT-14710,51,1,20,GT-14710,OFF-AR-10001166,22.74,3,7.58,1
1022,4/27/2015,GT-14710,96,1,11,GT-14710,FUR-CH-10000309,1267.53,3,422.51,1
1023,4/27/2015,GT-14710,86,1,26,GT-14710,TEC-MA-10004212,1379.92,8,172.49,1
1024,6/16/2015,PB-19150,78,1,8,PB-19150,OFF-EN-10003072,6.208,2,3.104,1
1025,12/17/2017,HR-14770,80,0,9,HR-14770,OFF-BI-10000320,11.808,2,5.904,0
1026,1/11/2016,DE-13255,56,1,16,DE-13255,OFF-PA-10001166,15.552,3,5.184,1
1027,1/11/2016,DE-13255,97,0,12,DE-13255,OFF-PA-10003656,63.312,3,21.104,1
1028,1/11/2016,DE-13255,71,1,16,DE-13255,TEC-PH-10000148,15.588,2,7.794,0
1029,7/11/2014,LA-16780,91,0,12,LA-16780,OFF-PA-10000474,177.2,5,35.44,1
1030,7/11/2014,LA-16780,89,1,22,LA-16780,TEC-PH-10003885,197.97,3,65.99,0
1031,7/11/2014,LA-16780,86,1,16,LA-16780,FUR-CH-10003379,854.94,3,284.98,1
1032,7/11/2014,LA-16780,63,0,21,LA-16780,FUR-FU-10000629,124.11,9,13.79,0
1033,7/11/2014,LA-16780,82,1,19,LA-16780,OFF-LA-10001175,14.4,5,2.88,0
1034,11/20/2016,AG-10390,86,1,22,AG-10390,OFF-PA-10000955,15.696,3,5.232,1
1035,11/20/2016,AG-10390,54,0,13,AG-10390,OFF-BI-10003460,2.628,2,1.314,1
1036,11/20/2016,AG-10390,81,1,23,AG-10390,OFF-BI-10000474,14.427,3,4.809,0
1037,4/22/2016,EL-13735,86,1,10,EL-13735,FUR-FU-10003975,86.62,2,43.31,1
1038,6/13/2015,JJ-15445,60,0,8,JJ-15445,OFF-BI-10003707,36.624,3,12.208,1
1039,11/20/2017,JH-15430,76,1,14,JH-15430,OFF-AR-10000203,23.968,7,3.424,1
1040,11/20/2017,JH-15430,96,0,22,JH-15430,OFF-AR-10004790,28.728,3,9.576,1
1041,3/20/2016,RD-19660,79,1,23,RD-19660,FUR-TA-10001095,697.16,4,174.29,1
1042,9/6/2016,MO-17500,99,1,13,MO-17500,TEC-AC-10004761,31.86,2,15.93,1
1043,9/6/2016,MO-17500,62,0,21,MO-17500,FUR-BO-10001811,722.352,3,240.784,0
1044,7/9/2017,NS-18640,62,1,20,NS-18640,OFF-AR-10001130,8.84,5,1.768,0
1045,7/9/2017,NS-18640,71,1,27,NS-18640,OFF-AP-10000055,58.464,9,6.496,0
1046,10/12/2017,SN-20710,55,1,31,SN-20710,FUR-CH-10002304,254.604,14,18.186,1
1047,3/8/2016,ZC-21910,85,0,23,ZC-21910,TEC-PH-10001530,1363.96,5,272.792,1
1048,3/8/2016,ZC-21910,99,1,17,ZC-21910,FUR-FU-10004006,102.36,3,34.12,0
1049,5/27/2014,LC-16885,85,1,17,LC-16885,TEC-PH-10000486,1113.504,12,92.792,1
1050,5/27/2014,LC-16885,76,1,7,LC-16885,TEC-AC-10001606,99.99,1,99.99,0
1051,7/3/2015,DG-13300,92,1,18,DG-13300,FUR-FU-10000293,168.464,2,84.232,1
1052,7/3/2015,DG-13300,93,1,8,DG-13300,OFF-PA-10001307,6.72,2,3.36,1
1053,7/3/2015,DG-13300,91,1,14,DG-13300,FUR-FU-10004460,282.888,9,31.432,1
1054,4/4/2015,NF-18595,63,1,21,NF-18595,OFF-AR-10000716,11.16,2,5.58,1
1055,4/4/2015,NF-18595,65,1,17,NF-18595,FUR-FU-10004622,108.4,2,54.2,1
1056,4/4/2015,NF-18595,82,0,16,NF-18595,OFF-BI-10002735,82.344,3,27.448,1
1057,4/4/2015,NF-18595,95,1,23,NF-18595,OFF-BI-10003529,9.088,4,2.272,1
1058,12/10/2017,BP-11185,57,0,15,BP-11185,OFF-BI-10001097,19.936,4,4.984,0
1059,12/10/2017,BP-11185,83,1,13,BP-11185,OFF-BI-10001597,65.568,2,32.784,0
1060,11/24/2016,MG-17650,91,1,17,MG-17650,OFF-FA-10001754,4.416,3,1.472,1
1061,3/23/2015,JD-16060,88,1,22,JD-16060,FUR-CH-10003396,107.772,2,53.886,1
1062,4/16/2015,TS-21160,89,0,16,TS-21160,OFF-AP-10002350,45.216,3,15.072,1
1063,4/16/2015,TS-21160,86,1,14,TS-21160,OFF-FA-10004838,10.416,7,1.488,1
1064,4/16/2015,TS-21160,92,1,14,TS-21160,OFF-AR-10004757,7.872,3,2.624,1
1065,4/16/2015,TS-21160,91,1,15,TS-21160,TEC-PH-10002115,118.782,3,39.594,1
1066,4/16/2015,TS-21160,52,0,16,TS-21160,OFF-FA-10003059,1.448,1,1.448,0
1067,4/16/2015,TS-21160,94,1,12,TS-21160,OFF-BI-10004330,55.47,5,11.094,1
1068,10/1/2016,BD-11620,66,1,11,BD-11620,FUR-CH-10001146,194.848,4,48.712,0
1069,9/28/2017,CM-12160,99,1,13,CM-12160,OFF-SU-10001935,1.744,1,1.744,1
1070,7/25/2015,RB-19795,82,1,24,RB-19795,OFF-BI-10001524,25.176,4,6.294,1
1071,11/20/2015,SN-20560,84,1,19,SN-20560,OFF-AR-10003732,19.46,7,2.78,1
1072,4/28/2016,EH-14005,68,0,18,EH-14005,OFF-PA-10001970,29.472,3,9.824,1
1073,11/14/2017,FO-14305,82,1,20,FO-14305,OFF-BI-10003669,8.64,2,4.32,1
1074,11/12/2016,MS-17710,99,1,14,MS-17710,OFF-BI-10003727,6.27,5,1.254,1
1075,11/12/2016,MS-17710,73,1,12,MS-17710,OFF-BI-10004967,4.368,7,0.624,1
1076,11/12/2016,MS-17710,100,0,19,MS-17710,TEC-AC-10003447,31.984,2,15.992,1
1077,9/29/2016,CC-12100,58,1,27,CC-12100,OFF-AR-10000255,40.88,7,5.84,1
1078,9/23/2017,DW-13540,57,0,19,DW-13540,OFF-AP-10002191,119.96,2,59.98,1
1079,9/23/2017,DW-13540,58,1,12,DW-13540,OFF-ST-10001325,31.44,3,10.48,1
1080,9/23/2017,DW-13540,99,1,11,DW-13540,OFF-BI-10000404,6.88,1,6.88,1
1081,11/29/2015,BT-11395,65,1,13,BT-11395,OFF-PA-10000349,19.92,4,4.98,0
1082,11/29/2015,BT-11395,88,0,19,BT-11395,FUR-CH-10002880,1106.91,9,122.99,0
1083,3/1/2016,KD-16270,91,1,13,KD-16270,FUR-TA-10001095,836.592,8,104.574,1
1084,3/1/2016,KD-16270,72,1,11,KD-16270,OFF-PA-10003127,26.38,1,26.38,0
1085,3/1/2016,KD-16270,95,0,20,KD-16270,OFF-ST-10003208,362.92,2,181.46,0
1086,3/1/2016,KD-16270,60,1,25,KD-16270,TEC-MA-10003979,4899.93,7,699.99,0
1087,8/12/2016,LC-16870,80,1,12,LC-16870,OFF-PA-10000029,6.48,1,6.48,1
1088,8/15/2016,CY-12745,53,0,18,CY-12745,TEC-PH-10004896,71.976,3,23.992,1
1089,8/15/2016,CY-12745,70,0,19,CY-12745,OFF-LA-10000452,3.15,1,3.15,1
1090,6/4/2017,LW-16990,82,0,11,LW-16990,FUR-FU-10001967,31.984,2,15.992,1
1091,6/4/2017,LW-16990,53,1,13,LW-16990,TEC-PH-10001819,71.984,2,35.992,1
1092,12/6/2015,NP-18325,82,1,28,NP-18325,OFF-AR-10002952,120.15,9,13.35,0
1093,12/6/2015,NP-18325,83,1,12,NP-18325,TEC-PH-10000576,219.184,2,109.592,0
1094,12/27/2015,BT-11485,54,1,19,BT-11485,OFF-PA-10000605,28.9,5,5.78,0
1095,12/27/2015,BT-11485,81,1,20,BT-11485,OFF-AP-10002518,355.96,2,177.98,1
1096,1/21/2017,PS-19045,77,1,17,PS-19045,OFF-ST-10004340,348.208,7,49.744,0
1097,1/21/2017,PS-19045,88,0,25,PS-19045,OFF-BI-10004001,35.784,7,5.112,1
1098,6/25/2014,NS-18640,80,1,25,NS-18640,FUR-TA-10004147,447.84,5,89.568,0
1099,6/14/2016,PV-18985,93,1,13,PV-18985,OFF-AR-10001545,7.04,4,1.76,1
1100,6/14/2016,PV-18985,68,1,23,PV-18985,FUR-FU-10000206,8.73,3,2.91,0
1101,6/14/2016,PV-18985,98,1,6,PV-18985,TEC-AC-10001013,29.29,1,29.29,1
1102,6/14/2016,PV-18985,92,0,21,PV-18985,OFF-AR-10002255,8.64,3,2.88,1
1103,4/21/2017,RP-19390,73,1,10,RP-19390,OFF-BI-10004140,2.694,3,0.898,1
1104,4/21/2017,RP-19390,70,1,11,RP-19390,OFF-BI-10002049,2.934,3,0.978,1
1105,10/21/2016,NM-18520,83,1,22,NM-18520,OFF-PA-10001892,22.92,3,7.64,0
1106,11/19/2016,EH-13945,53,1,25,EH-13945,OFF-ST-10000642,100.704,6,16.784,0
1107,11/19/2016,EH-13945,61,0,12,EH-13945,FUR-FU-10000206,2.328,2,1.164,0
1108,11/19/2016,EH-13945,83,1,23,EH-13945,OFF-BI-10003676,10.78,5,2.156,1
1109,11/19/2016,EH-13945,76,1,18,EH-13945,OFF-FA-10003495,58.368,12,4.864,1
1110,11/19/2016,EH-13945,86,1,10,EH-13945,OFF-EN-10003798,40.968,3,13.656,1
1111,11/19/2016,EH-13945,96,1,19,EH-13945,TEC-PH-10003589,71.96,5,14.392,0
1112,11/19/2016,EH-13945,66,0,11,EH-13945,OFF-PA-10004735,10.368,2,5.184,1
1113,11/19/2016,EH-13945,70,1,10,EH-13945,OFF-BI-10002609,1.192,2,0.596,1
1114,12/18/2017,RA-19915,58,1,21,RA-19915,OFF-BI-10003364,46.672,2,23.336,1
1115,12/18/2017,RA-19915,95,0,19,RA-19915,FUR-BO-10002206,119.833,1,119.833,0
1116,12/18/2017,RA-19915,68,1,18,RA-19915,TEC-AC-10003610,119.98,2,59.99,1
1117,7/22/2016,DL-13495,86,0,19,DL-13495,OFF-LA-10003766,6.3,2,3.15,1
1118,9/4/2015,CS-12355,70,0,11,CS-12355,OFF-PA-10001970,279.9,5,55.98,0
1119,9/4/2015,CS-12355,71,1,23,CS-12355,TEC-AC-10002049,619.95,5,123.99,1
1120,9/4/2015,CS-12355,87,1,11,CS-12355,OFF-PA-10000141,4.36,2,2.18,1
1121,9/4/2015,CS-12355,57,1,18,CS-12355,OFF-EN-10004459,15.28,2,7.64,0
1122,1/20/2014,HL-15040,63,1,15,HL-15040,TEC-PH-10001061,699.93,7,99.99,1
1123,1/20/2014,HL-15040,52,0,15,HL-15040,OFF-AR-10002375,22.96,7,3.28,0
1124,1/20/2014,HL-15040,67,0,22,HL-15040,FUR-FU-10003194,38.6,4,9.65,1
1125,1/20/2014,HL-15040,74,1,14,HL-15040,OFF-AR-10003811,6.63,3,2.21,1
1126,1/20/2014,HL-15040,56,0,9,HL-15040,OFF-EN-10001539,23.34,3,7.78,1
1127,1/20/2014,HL-15040,97,0,23,HL-15040,FUR-CH-10002331,1067.94,3,355.98,0
1128,3/2/2015,PA-19060,74,1,8,PA-19060,OFF-AR-10003156,10.16,1,10.16,1
1129,3/2/2015,PA-19060,62,1,22,PA-19060,OFF-EN-10001532,101.88,6,16.98,0
1130,4/12/2016,BD-11605,51,1,9,BD-11605,FUR-TA-10004086,343.92,4,85.98,0
1131,4/12/2016,BD-11605,54,1,8,BD-11605,OFF-PA-10000100,40.99,1,40.99,0
1132,4/12/2016,BD-11605,64,1,20,BD-11605,OFF-EN-10002500,63.9,5,12.78,0
1133,12/6/2016,GG-14650,94,1,20,GG-14650,OFF-PA-10004100,19.44,3,6.48,1
1134,6/5/2016,JS-15940,80,1,23,JS-15940,OFF-ST-10003479,124.608,4,31.152,1
